mkm_map,nf_shinv_20190224,nf_upeur_20190224,f_shinv_20190224,f_upeur_20190224
/en/Magic/Products/Singles/Scourge/Pemmin-s-Aura,1163,0.01,51,0.70
/en/Magic/Products/Singles/Odyssey/Standstill,1397,0.50,73,10.00
/en/Magic/Products/Singles/Alliances/Kjeldoran-Outpost,518,4.90,0,N/A
/en/Magic/Products/Singles/Dissension/Breeding-Pool,533,7.75,49,41.00
/en/Magic/Products/Singles/Guildpact/Izzet-Boilerworks,5912,0.02,115,0.40
/en/Magic/Products/Singles/Player-Rewards-Promos/Mortify,127,0.99,0,N/A
/en/Magic/Products/Singles/Zendikar/Swamp-Version-6,2534,0.05,147,2.80
/en/Magic/Products/Singles/Zendikar/Blade-of-the-Bloodchief,1305,0.35,87,0.75
/en/Magic/Products/Singles/Worldwake/Kazuul-Tyrant-of-the-Cliffs,1154,0.10,33,0.55
/en/Magic/Products/Singles/Scars-of-Mirrodin/Molten-Psyche,1265,0.05,50,0.45
/en/Magic/Products/Singles/New-Phyrexia/Shrine-of-Burning-Rage,891,0.09,105,1.49
/en/Magic/Products/Singles/Magic-2012/Sundial-of-the-Infinite,946,0.49,91,3.50
/en/Magic/Products/Singles/Gatecrash/Deathpact-Angel,948,0.20,40,2.79
/en/Magic/Products/Singles/Dragons-Maze/Legion-s-Initiative,1134,0.70,106,1.75
/en/Magic/Products/Singles/Dragons-Maze/Notion-Thief,2301,0.06,129,2.75
/en/Magic/Products/Singles/Conspiracy/Edric-Spymaster-of-Trest,1674,0.38,70,3.50
/en/Magic/Products/Singles/Dragons-of-Tarkir/Evolving-Wilds,5531,0.01,82,0.99
/en/Magic/Products/Singles/Modern-Masters-2015/Mana-Leak,3549,0.02,432,0.24
/en/Magic/Products/Singles/Oath-of-the-Gatewatch/Bearer-of-Silence,5086,0.02,345,0.15
/en/Magic/Products/Singles/Kaladesh/Attune-with-Aether,12282,0.01,155,0.10
/en/Magic/Products/Singles/Modern-Masters-2017/Abrupt-Decay,1019,2.50,160,9.70
/en/Magic/Products/Singles/Amonkhet/Failure-Comply,5802,0.02,341,0.12
/en/Magic/Products/Singles/Commander-Anthology/Victimize,627,0.20,0,N/A
/en/Magic/Products/Singles/Commander-2017/Lightning-Greaves,238,1.66,0,N/A
/en/Magic/Products/Singles/Ixalan/Dreamcaller-Siren,5262,0.02,274,0.10
/en/Magic/Products/Singles/Ixalan/Shadowed-Caravel,5799,0.02,338,0.10
/en/Magic/Products/Singles/Unstable/Clue-Token,2432,0.05,2432,0.05
/en/Magic/Products/Singles/Commander-2018/Xantcha-Sleeper-Agent,1017,1.50,0,N/A
/en/Magic/Products/Singles/Commander-2018/Explore,2105,0.04,0,N/A
/en/Magic/Products/Singles/Commander-2018/Thirst-for-Knowledge,1770,0.04,0,N/A
/en/Magic/Products/Singles/Guilds-of-Ravnica-Guild-Kits/Darkblast,1552,0.24,0,N/A
/en/Magic/Products/Singles/Ultimate-Masters/Archaeomancer,5450,0.01,538,0.02
/en/Magic/Products/Singles/Ravnica-Allegiance-Guild-Kits/Rakdos-Lord-of-Riots,459,2.90,459,2.90
/en/Magic/Products/Singles/Mirrodin/Sylvan-Scrying,1922,0.02,101,1.20
/en/Magic/Products/Singles/Onslaught/Chain-of-Vapor,2088,0.02,77,7.99
/en/Magic/Products/Singles/Torment/Rancid-Earth,1641,0.02,69,1.50
/en/Magic/Products/Singles/Betrayers-of-Kamigawa/Throat-Slitter,775,0.02,45,3.99
/en/Magic/Products/Singles/Dissension/Rakdos-Carnarium,4160,0.01,73,0.75
/en/Magic/Products/Singles/Ravnica-City-of-Guilds/Sunhome-Fortress-of-the-Legion,1582,0.02,30,1.50
/en/Magic/Products/Singles/Lorwyn/Elvish-Harbinger,1209,0.10,49,0.69
/en/Magic/Products/Singles/Zendikar/Roil-Elemental,1402,0.02,73,0.49
/en/Magic/Products/Singles/Scars-of-Mirrodin/Inexorable-Tide,767,0.05,63,1.98
/en/Magic/Products/Singles/Mirrodin-Besieged/Blue-Sun-s-Zenith,1049,0.14,55,2.50
/en/Magic/Products/Singles/Gatecrash/Glaring-Spotlight,1539,0.02,109,0.25
/en/Magic/Products/Singles/Modern-Masters/Grand-Arbiter-Augustin-IV,92,5.14,15,11.99
/en/Magic/Products/Singles/Magic-2014/Strionic-Resonator,732,0.95,92,3.98
/en/Magic/Products/Singles/Conspiracy/Stifle,1289,1.50,152,9.50
/en/Magic/Products/Singles/Magic-2015/In-Garruk-s-Wake,1089,0.04,84,0.40
/en/Magic/Products/Singles/Fate-Reforged/Soulfire-Grand-Master,2056,0.95,286,3.50
/en/Magic/Products/Singles/Magic-Origins/Negate,7871,0.01,69,0.10
/en/Magic/Products/Singles/Shadows-over-Innistrad/Falkenrath-Gorger,2154,0.05,158,0.49
/en/Magic/Products/Singles/Eternal-Masters/Hydroblast,693,0.25,177,2.50
/en/Magic/Products/Singles/Eternal-Masters/Brainstorm,1484,0.25,274,5.50
/en/Magic/Products/Singles/Eternal-Masters/Rancor,1309,0.50,197,1.90
/en/Magic/Products/Singles/Eternal-Masters/Worn-Powerstone,1592,0.02,169,1.99
/en/Magic/Products/Singles/Eldritch-Moon/Noosegraf-Mob,4744,0.02,234,0.15
/en/Magic/Products/Singles/Eldritch-Moon/Stromkirk-Condemned,3064,0.04,163,0.29
/en/Magic/Products/Singles/Kaladesh/Multiform-Wonder,7508,0.02,415,0.10
/en/Magic/Products/Singles/Kaladesh/Captured-by-the-Consulate,7774,0.02,466,0.05
/en/Magic/Products/Singles/Aether-Revolt/Peacewalker-Colossus,5301,0.02,324,0.09
/en/Magic/Products/Singles/Modern-Masters-2017/Kor-Skyfisher,3275,0.01,231,0.05
/en/Magic/Products/Singles/Modern-Masters-2017/Cyclonic-Rift,234,8.99,36,17.90
/en/Magic/Products/Singles/Amonkhet/Oracle-s-Vault,5930,0.02,258,0.12
/en/Magic/Products/Singles/Amonkhet/Temmet-Vizier-of-Naktamun,6092,0.02,311,0.09
/en/Magic/Products/Singles/Hour-of-Devastation/Desert-of-the-Fervent,11990,0.01,256,0.04
/en/Magic/Products/Singles/Iconic-Masters/Seeker-of-the-Way,6765,0.01,780,0.02
/en/Magic/Products/Singles/Rivals-of-Ixalan/Protean-Raider,3989,0.02,219,0.25
/en/Magic/Products/Singles/Masters-25/Cursecatcher,2452,0.48,227,3.00
/en/Magic/Products/Singles/Masters-25/Nyx-Fleece-Ram,2305,0.02,163,0.49
/en/Magic/Products/Singles/Ravnica-Allegiance/Bolrac-Clan-Crusher,7789,0.01,272,0.02
/en/Magic/Products/Singles/Ravnica-Allegiance/Flames-of-the-Raze-Boar,7649,0.01,271,0.04
/en/Magic/Products/Singles/Ravnica-Allegiance/Wrecking-Beast,12060,0.01,401,0.02
/en/Magic/Products/Singles/Apocalypse/Whirlpool-Rider,1392,0.02,46,2.90
/en/Magic/Products/Singles/Unhinged/Swamp,1117,2.00,110,24.98
/en/Magic/Products/Singles/Future-Sight/Augur-of-Skulls,3151,0.01,66,0.14
/en/Magic/Products/Singles/Lorwyn/Imperious-Perfect,1494,0.15,127,1.97
/en/Magic/Products/Singles/Magic-2010/Elvish-Archdruid,524,1.49,55,3.99
/en/Magic/Products/Singles/Magic-2012/Cemetery-Reaper,780,0.50,78,2.05
/en/Magic/Products/Singles/Return-to-Ravnica/Rootborn-Defenses,7223,0.01,121,0.07
/en/Magic/Products/Singles/Theros/Boar-Token-Green-22,2724,0.01,4,1.00
/en/Magic/Products/Singles/Commander-2013/Toxic-Deluge,213,8.50,0,N/A
/en/Magic/Products/Singles/Born-of-the-Gods/Archetype-of-Aggression,2128,0.02,64,0.75
/en/Magic/Products/Singles/Eternal-Masters/Llanowar-Elves,2856,0.02,244,0.17
/en/Magic/Products/Singles/Eldritch-Moon/Decimator-of-the-Provinces,1998,0.17,135,0.90
/en/Magic/Products/Singles/Aether-Revolt/Tezzeret-the-Schemer,2183,0.49,146,4.50
/en/Magic/Products/Singles/Modern-Masters-2017/Gruul-Signet,1514,0.02,107,0.25
/en/Magic/Products/Singles/Hour-of-Devastation/Desert-of-the-True,12066,0.01,241,0.05
/en/Magic/Products/Singles/Ixalan/Old-Growth-Dryads,5498,0.02,272,0.10
/en/Magic/Products/Singles/Ixalan/Storm-Fleet-Aerialist,8577,0.01,331,0.05
/en/Magic/Products/Singles/Ixalan/Lookout-s-Dispersal,7407,0.01,403,0.05
/en/Magic/Products/Singles/Masters-25/Bident-of-Thassa,828,0.05,69,0.60
/en/Magic/Products/Singles/Masters-25/Mishra-s-Factory,2298,0.05,117,0.50
/en/Magic/Products/Singles/Duel-Decks-Elves-vs-Inventors/Treetop-Village,4067,0.03,0,N/A
/en/Magic/Products/Singles/Commander-Anthology-II/Wayfarers-Bauble,807,0.05,0,N/A
/en/Magic/Products/Singles/Core-2019/Llanowar-Elves,520,0.02,1,7.00
/en/Magic/Products/Singles/Commander-2018/Esper-Charm,2081,0.14,0,N/A
/en/Magic/Products/Singles/Commander-2018/Phyrexian-Delver,1998,0.10,0,N/A
/en/Magic/Products/Singles/Guilds-of-Ravnica/Torch-Courier,14934,0.01,415,0.04
/en/Magic/Products/Singles/Ultimate-Masters/Emrakul-the-Aeons-Torn,476,18.00,80,27.95
/en/Magic/Products/Singles/Exodus/Wood-Elves,1819,0.02,0,N/A
/en/Magic/Products/Singles/Guildpact/Steam-Vents,618,7.00,59,41.00
/en/Magic/Products/Singles/Worldwake/Jace-the-Mind-Sculptor,363,69.99,80,325.00
/en/Magic/Products/Singles/Scars-of-Mirrodin/Myr-Galvanizer,2044,0.02,110,0.44
/en/Magic/Products/Singles/Scars-of-Mirrodin/Mimic-Vat,1373,0.15,100,1.90
/en/Magic/Products/Singles/New-Phyrexia/Caged-Sun,783,1.00,62,8.95
/en/Magic/Products/Singles/New-Phyrexia/Chancellor-of-the-Tangle,942,0.05,95,0.99
/en/Magic/Products/Singles/Dark-Ascension/Increasing-Vengeance,777,0.20,71,1.00
/en/Magic/Products/Singles/Magic-2013/Vampire-Nighthawk,1680,0.02,84,1.00
/en/Magic/Products/Singles/Return-to-Ravnica/Growing-Ranks,2134,0.05,120,0.30
/en/Magic/Products/Singles/Gatecrash/Gruul-Ragebeast,3655,0.05,96,0.15
/en/Magic/Products/Singles/Journey-into-Nyx/Iroas-God-of-Victory,564,1.90,54,12.99
/en/Magic/Products/Singles/Modern-Event-Deck-2014/Honor-of-the-Pure,845,0.80,0,N/A
/en/Magic/Products/Singles/Release-Promos/In-Garruk-s-Wake,2758,0.02,2758,0.02
/en/Magic/Products/Singles/Khans-of-Tarkir/Retribution-of-the-Ancients,5822,0.02,351,0.10
/en/Magic/Products/Singles/Modern-Masters-2015/Banefire,162,2.00,33,3.49
/en/Magic/Products/Singles/Magic-Origins/Kytheon-Hero-of-Akros-Gideon-BattleForged,875,2.00,125,7.40
/en/Magic/Products/Singles/Friday-Night-Magic-Promos/Renegade-Rallier,1751,0.05,1751,0.05
/en/Magic/Products/Singles/Duel-Decks-Merfolk-vs-Goblins/Master-of-the-Pearl-Trident,602,3.90,0,N/A
/en/Magic/Products/Singles/Masters-25/Luminarch-Ascension,407,0.99,47,3.00
/en/Magic/Products/Singles/Battlebond/Game-Plan,1934,0.05,46,1.20
/en/Magic/Products/Singles/Core-2019/Meandering-River,8269,0.01,325,0.05
/en/Magic/Products/Singles/Ultimate-Masters/Fume-Spitter,5478,0.01,679,0.02
/en/Magic/Products/Singles/Ravnica-Allegiance/Sauroform-Hybrid,12186,0.01,415,0.02
/en/Magic/Products/Singles/Fifth-Dawn/Lantern-of-Insight,1374,0.40,96,12.49
/en/Magic/Products/Singles/Legions/Timberwatch-Elf,2072,0.02,39,4.00
/en/Magic/Products/Singles/Fourth-Edition/Sylvan-Library,194,8.00,0,N/A
/en/Magic/Products/Singles/Fifth-Edition/Nature-s-Lore,500,0.10,0,N/A
/en/Magic/Products/Singles/Urzas-Destiny/Thran-Dynamo,777,1.50,38,39.99
/en/Magic/Products/Singles/Champions-of-Kamigawa/Kokusho-the-Evening-Star,712,2.00,71,10.00
/en/Magic/Products/Singles/Ravnica-City-of-Guilds/Tunnel-Vision,727,0.02,38,0.75
/en/Magic/Products/Singles/Time-Spiral/Search-for-Tomorrow,3590,0.02,89,2.20
/en/Magic/Products/Singles/Time-Spiral/Spinneret-Sliver,2081,0.01,19,1.00
/en/Magic/Products/Singles/Planar-Chaos/Rebuff-the-Wicked,899,0.05,66,0.89
/en/Magic/Products/Singles/Shadowmoor/Prismatic-Omen,680,6.90,57,29.50
/en/Magic/Products/Singles/Eventide/Edge-of-the-Divinity,2140,0.02,60,0.90
/en/Magic/Products/Singles/Shards-of-Alara/Etherium-Sculptor,3510,0.02,137,0.49
/en/Magic/Products/Singles/Zendikar/Rite-Of-Replication,823,0.20,76,2.75
/en/Magic/Products/Singles/Worldwake/Khalni-Garden,3199,0.02,57,0.50
/en/Magic/Products/Singles/Rise-of-the-Eldrazi/Eldrazi-Temple,781,4.99,67,15.50
/en/Magic/Products/Singles/Scars-of-Mirrodin/Dissipation-Field,756,0.09,92,0.40
/en/Magic/Products/Singles/Premium-Deck-Series-Fire-Lightning/Lightning-Bolt,398,2.48,398,2.49
/en/Magic/Products/Singles/Gatecrash/Forced-Adaptation,3460,0.01,105,0.03
/en/Magic/Products/Singles/Theros/Fleetfeather-Sandals,7624,0.01,232,0.04
/en/Magic/Products/Singles/Born-of-the-Gods/Plea-for-Guidance,2296,0.02,100,0.15
/en/Magic/Products/Singles/Modern-Masters-2015/Primeval-Titan,537,6.00,156,9.90
/en/Magic/Products/Singles/Oath-of-the-Gatewatch/Captain-s-Claws,3273,0.02,266,0.15
/en/Magic/Products/Singles/Eternal-Masters/Wasteland,549,23.50,102,39.80
/en/Magic/Products/Singles/Shadows-over-Innistrad/Ever-After,4069,0.02,144,0.15
/en/Magic/Products/Singles/Eternal-Masters/Karmic-Guide,551,0.70,71,3.70
/en/Magic/Products/Singles/Eldritch-Moon/Lupine-Prototype,4324,0.02,266,0.19
/en/Magic/Products/Singles/Conspiracy-Take-the-Crown/Birds-of-Paradise,323,4.00,38,9.94
/en/Magic/Products/Singles/Modern-Masters-2017/Phantasmal-Image,309,13.50,30,24.00
/en/Magic/Products/Singles/Modern-Masters-2017/Sea-Gate-Oracle,3421,0.01,183,0.05
/en/Magic/Products/Singles/Hour-of-Devastation/Torment-of-Scarabs,5258,0.01,80,0.05
/en/Magic/Products/Singles/Iconic-Masters/Wight-of-Precinct-Six,6576,0.02,780,0.02
/en/Magic/Products/Singles/Ixalan/Island-Version-3,5237,0.01,379,0.08
/en/Magic/Products/Singles/Explorers-of-Ixalan/Blatant-Thievery,337,0.40,0,N/A
/en/Magic/Products/Singles/Dominaria/Grunn-the-Lonely-King,10065,0.01,197,0.08
/en/Magic/Products/Singles/Battlebond/Najeela-the-BladeBlossom,480,4.68,33,59.49
/en/Magic/Products/Singles/Commander-Anthology-II/Deepglow-Skate,397,3.45,0,N/A
/en/Magic/Products/Singles/Battlebond/Plains,4544,0.01,152,0.30
/en/Magic/Products/Singles/Core-2019/Take-Vengeance,11856,0.01,168,0.04
/en/Magic/Products/Singles/Commander-2018/Bant-Charm,2219,0.08,0,N/A
/en/Magic/Products/Singles/Revised/Forest-Version-1,1354,0.02,0,N/A
/en/Magic/Products/Singles/Stronghold/Ensnaring-Bridge,316,28.95,0,N/A
/en/Magic/Products/Singles/Urzas-Saga/Victimize,1161,0.02,0,N/A
/en/Magic/Products/Singles/Nemesis/Tangle-Wire,764,1.45,26,35.00
/en/Magic/Products/Singles/Dissension/Azorius-Chancery,4437,0.01,66,0.50
/en/Magic/Products/Singles/Lorwyn/Thoughtseize,944,7.46,98,160.00
/en/Magic/Products/Singles/Morningtide/Mutavault,1017,5.50,82,17.99
/en/Magic/Products/Singles/Shadowmoor/Mudbrawler-Cohort,1064,0.01,15,0.20
/en/Magic/Products/Singles/Eventide/Archon-of-Justice,967,0.05,47,1.00
/en/Magic/Products/Singles/Alara-Reborn/Architects-of-Will,1968,0.02,118,1.00
/en/Magic/Products/Singles/Alara-Reborn/Firewild-Borderpost,2376,0.01,65,0.20
/en/Magic/Products/Singles/Zendikar/Plains-Version-2,2447,0.02,92,3.95
/en/Magic/Products/Singles/Scars-of-Mirrodin/Venser-s-Journal,694,0.20,72,1.40
/en/Magic/Products/Singles/Mirrodin-Besieged/Knowledge-Pool,1786,0.05,52,1.49
/en/Magic/Products/Singles/Magic-2013/Sunpetal-Grove,358,1.00,87,3.05
/en/Magic/Products/Singles/Return-to-Ravnica/Ash-Zealot,2496,0.06,146,1.00
/en/Magic/Products/Singles/Gatecrash/Psychic-Strike,4090,0.01,74,0.10
/en/Magic/Products/Singles/Dragons-of-Tarkir/Dragonlord-Silumgar,804,1.99,78,6.98
/en/Magic/Products/Singles/Oath-of-the-Gatewatch/Crush-of-Tentacles,1759,0.38,145,1.99
/en/Magic/Products/Singles/Kaladesh/Aetherstorm-Roc,6745,0.02,358,0.10
/en/Magic/Products/Singles/Modern-Masters-2017/Verdant-Catacombs,300,38.00,50,60.00
/en/Magic/Products/Singles/Modern-Masters-2017/Molten-Rain,626,0.10,71,1.95
/en/Magic/Products/Singles/Hour-of-Devastation/Wildfire-Eternal,3885,0.02,253,0.09
/en/Magic/Products/Singles/Commander-2017/Sangromancer,782,0.05,0,N/A
/en/Magic/Products/Singles/Commander-2017/NivMizzet-the-Firemind,810,0.14,2,0.25
/en/Magic/Products/Singles/Masters-25/Cloudshift,4148,0.01,341,0.07
/en/Magic/Products/Singles/Commander-Anthology-II/Blasphemous-Act,602,1.50,0,N/A
/en/Magic/Products/Singles/Commander-Anthology-II/Coldsteel-Heart,423,0.20,0,N/A
/en/Magic/Products/Singles/Grand-Prix-Promos/Mountain,519,1.00,519,1.00
/en/Magic/Products/Singles/Core-2019/Aether-Tunnel,7420,0.01,162,0.04
/en/Magic/Products/Singles/Commander-2018/Dimir-Aqueduct,1965,0.03,0,N/A
/en/Magic/Products/Singles/Commander-2018/Khalni-Heart-Expedition,1726,0.04,0,N/A
/en/Magic/Products/Singles/Commander-2018/Inkwell-Leviathan,2222,0.10,0,N/A
/en/Magic/Products/Singles/Ravnica-Allegiance-Extras/Dovin-Architect-of-Law,359,2.50,359,3.70
/en/Magic/Products/Singles/Onslaught/Lonely-Sandbar,5114,0.02,30,3.00
/en/Magic/Products/Singles/Visions/Vampiric-Tutor,326,19.00,0,N/A
/en/Magic/Products/Singles/Weatherlight/Vitalize,1824,0.02,0,N/A
/en/Magic/Products/Singles/Exodus/Soul-Warden,1793,0.02,0,N/A
/en/Magic/Products/Singles/Champions-of-Kamigawa/Forbidden-Orchard,824,0.85,86,7.49
/en/Magic/Products/Singles/Ravnica-City-of-Guilds/Golgari-Rot-Farm,4338,0.01,99,0.90
/en/Magic/Products/Singles/Time-Spiral/Call-to-the-Netherworld,1271,0.02,65,2.92
/en/Magic/Products/Singles/Time-Spiral/Looter-il-Kor,2905,0.01,92,1.78
/en/Magic/Products/Singles/Planar-Chaos/Necrotic-Sliver,980,0.10,66,1.89
/en/Magic/Products/Singles/Future-Sight/Stronghold-Rats,1456,0.02,43,0.20
/en/Magic/Products/Singles/Future-Sight/Homing-Sliver,3340,0.02,81,0.10
/en/Magic/Products/Singles/Lorwyn/Shelldock-Isle,488,1.35,45,8.00
/en/Magic/Products/Singles/Gateway-Promos/Path-to-Exile,482,4.49,482,5.50
/en/Magic/Products/Singles/Zendikar/Kor-Cartographer,5109,0.01,76,0.10
/en/Magic/Products/Singles/Zendikar/Sadistic-Sacrament,1282,0.05,92,0.50
/en/Magic/Products/Singles/New-Phyrexia/Hex-Parasite,1149,0.14,66,3.00
/en/Magic/Products/Singles/Dragons-Maze/Tajic-Blade-of-the-Legion,1446,0.09,87,0.63
/en/Magic/Products/Singles/Modern-Masters/Path-to-Exile,315,4.50,93,6.50
/en/Magic/Products/Singles/Magic-2014/Negate,6275,0.01,49,0.45
/en/Magic/Products/Singles/Commander-2013/Bane-of-Progress,956,0.74,0,N/A
/en/Magic/Products/Singles/Khans-of-Tarkir/Sarkhan-the-Dragonspeaker,2811,0.50,250,2.99
/en/Magic/Products/Singles/Commander-2014/Wayfarer-s-Bauble,1835,0.02,0,N/A
/en/Magic/Products/Singles/Fate-Reforged/Whisperer-of-the-Wilds,10349,0.01,119,0.05
/en/Magic/Products/Singles/Dragons-of-Tarkir/Morph-Token-Colorless-22,8654,0.01,0,N/A
/en/Magic/Products/Singles/Battle-for-Zendikar/Quarantine-Field,2434,0.08,197,0.10
/en/Magic/Products/Singles/Commander-2015/Fellwar-Stone,392,0.10,0,N/A
/en/Magic/Products/Singles/Oath-of-the-Gatewatch/Crumbling-Vestige,12370,0.01,334,0.06
/en/Magic/Products/Singles/Oath-of-the-Gatewatch/Kozilek-s-Return,2073,1.45,158,7.50
/en/Magic/Products/Singles/Eternal-Masters/Vindicate,909,2.15,156,5.50
/en/Magic/Products/Singles/Friday-Night-Magic-Promos/Rise-from-the-Tides,1829,0.01,1829,0.02
/en/Magic/Products/Singles/Kaladesh/Cloudblazer,7827,0.01,140,0.05
/en/Magic/Products/Singles/Kaladesh/Servo-Token-Artifact-11-Version-3,15812,0.01,0,N/A
/en/Magic/Products/Singles/Commander-2016/Saproling-Token-G-11-Saproling-Token-G-11,5751,0.02,0,N/A
/en/Magic/Products/Singles/Game-Day-Promos/Trophy-Mage,2041,0.01,7,0.10
/en/Magic/Products/Singles/Aether-Revolt/Consulate-Crackdown,6424,0.02,345,0.09
/en/Magic/Products/Singles/Amonkhet/Gideon-s-Intervention,3930,0.02,231,0.19
/en/Magic/Products/Singles/Amonkhet/Bone-Picker,8841,0.01,441,0.14
/en/Magic/Products/Singles/Commander-Anthology/Elf-Druid-Token-Green-11,1483,0.01,0,N/A
/en/Magic/Products/Singles/Iconic-Masters/Mana-Drain,518,35.06,72,79.89
/en/Magic/Products/Singles/Ixalan/Watertrap-Weaver,13688,0.01,131,0.04
/en/Magic/Products/Singles/Duel-Decks-Merfolk-vs-Goblins/Goblin-Ringleader,3273,0.08,0,N/A
/en/Magic/Products/Singles/Dominaria/Navigator-s-Compass,15152,0.01,287,0.02
/en/Magic/Products/Singles/Core-2019/Skyrider-Patrol,7786,0.01,167,0.05
/en/Magic/Products/Singles/Core-2019/Make-a-Stand,6943,0.01,115,0.05
/en/Magic/Products/Singles/Commander-2018/Deathreap-Ritual,1665,0.15,0,N/A
/en/Magic/Products/Singles/Mirrodin/Frogmite,5639,0.01,145,0.25
/en/Magic/Products/Singles/Darksteel/Sword-of-Fire-and-Ice,597,11.95,76,37.00
/en/Magic/Products/Singles/Odyssey/Peek,1667,0.02,54,4.98
/en/Magic/Products/Singles/Fourth-Edition/Swords-to-Plowshares,1084,0.35,0,N/A
/en/Magic/Products/Singles/Chronicles/Urza-s-Power-Plant-Version-2,692,0.19,0,N/A
/en/Magic/Products/Singles/Stronghold/Evacuation,394,0.10,0,N/A
/en/Magic/Products/Singles/Urzas-Destiny/Yavimaya-Elder,2188,0.02,47,9.90
/en/Magic/Products/Singles/Ravnica-City-of-Guilds/Twilight-Drover,723,0.02,54,1.20
/en/Magic/Products/Singles/Time-Spiral/Dark-Withering,2149,0.01,40,0.10
/en/Magic/Products/Singles/Time-Spiral/Deathspore-Thallid,2820,0.01,38,3.99
/en/Magic/Products/Singles/Eventide/Gilder-Bairn,1241,0.02,31,5.99
/en/Magic/Products/Singles/Rise-of-the-Eldrazi/It-That-Betrays,223,2.24,50,6.00
/en/Magic/Products/Singles/Innistrad/Moonmist,2153,0.01,81,0.49
/en/Magic/Products/Singles/Avacyn-Restored/Primal-Surge,438,0.45,32,3.15
/en/Magic/Products/Singles/Return-to-Ravnica/Collective-Blessing,2693,0.04,155,0.24
/en/Magic/Products/Singles/Return-to-Ravnica/Vraska-the-Unseen,844,1.95,101,6.25
/en/Magic/Products/Singles/Gatecrash/Prophetic-Prism,3342,0.01,77,0.20
/en/Magic/Products/Singles/Dragons-Maze/Putrefy,4617,0.02,165,0.30
/en/Magic/Products/Singles/Modern-Event-Deck-2014/Inquisition-of-Kozilek,472,3.49,0,N/A
/en/Magic/Products/Singles/Magic-2015/Genesis-Hydra,2268,0.09,132,0.51
/en/Magic/Products/Singles/Khans-of-Tarkir/Goblin-Token-Red-11,7190,0.01,0,N/A
/en/Magic/Products/Singles/Commander-2014/Raving-Dead,427,0.10,0,N/A
/en/Magic/Products/Singles/Modern-Masters-2015/Wilt-Leaf-Liege,1614,1.20,212,3.00
/en/Magic/Products/Singles/Magic-Origins/Kothophed-Soul-Hoarder,3008,0.03,167,0.22
/en/Magic/Products/Singles/Magic-Origins/Helm-of-the-Gods,2350,0.04,114,0.40
/en/Magic/Products/Singles/Oath-of-the-Gatewatch/Sylvan-Advocate,4284,0.10,331,0.95
/en/Magic/Products/Singles/Shadows-over-Innistrad/Behold-the-Beyond,1998,0.06,108,0.40
/en/Magic/Products/Singles/Friday-Night-Magic-Promos/Sylvan-Scrying,1300,0.10,1300,0.10
/en/Magic/Products/Singles/Eldritch-Moon/Ishkanah-Grafwidow,2021,0.30,153,2.25
/en/Magic/Products/Singles/Aether-Revolt/Release-the-Gremlins,5494,0.02,369,0.10
/en/Magic/Products/Singles/Archenemy-Nicol-Bolas/Dualcaster-Mage,1746,0.26,0,N/A
/en/Magic/Products/Singles/Commander-2017/Opal-Palace,1664,0.02,0,N/A
/en/Magic/Products/Singles/Commander-2017/Mountain-Version-1,2561,0.02,0,N/A
/en/Magic/Products/Singles/Iconic-Masters/Sheoldred-Whispering-One,372,5.49,53,11.94
/en/Magic/Products/Singles/Masters-25/Ensnaring-Bridge,162,34.00,28,69.00
/en/Magic/Products/Singles/Core-2019/Forest-Version-2,3791,0.01,141,0.08
/en/Magic/Products/Singles/Core-2019/Bat-Token-Black-11,3907,0.02,0,N/A
/en/Magic/Products/Singles/Ultimate-Masters/Satyr-Wayfinder,5439,0.01,601,0.02
/en/Magic/Products/Singles/Ravnica-Allegiance/Rubble-Reading,12238,0.01,481,0.02
/en/Magic/Products/Singles/Mirrodin/Tooth-and-Nail,730,6.00,57,13.50
/en/Magic/Products/Singles/Fifth-Dawn/Staff-of-Domination,421,5.49,51,17.50
/en/Magic/Products/Singles/Eighth-Edition/City-of-Brass,231,2.10,63,21.99
/en/Magic/Products/Singles/Scourge/Wirewood-Symbiote,1698,0.07,94,4.00
/en/Magic/Products/Singles/Odyssey/Buried-Alive,748,0.20,26,3.98
/en/Magic/Products/Singles/Alliances/Arcane-Denial-Version-2,1152,0.02,0,N/A
/en/Magic/Products/Singles/Unglued/Mountain,403,1.25,0,N/A
/en/Magic/Products/Singles/Future-Sight/Pact-of-Negation,817,6.50,50,26.00
/en/Magic/Products/Singles/Shadowmoor/Guttural-Response,1384,0.20,139,1.75
/en/Magic/Products/Singles/Zendikar/Beastmaster-Ascension,642,0.29,50,0.90
/en/Magic/Products/Singles/Magic-2012/Dungrove-Elder,860,1.30,111,3.88
/en/Magic/Products/Singles/Avacyn-Restored/Vexing-Devil,958,2.90,140,8.95
/en/Magic/Products/Singles/Magic-2013/Elvish-Archdruid,701,1.40,45,1.69
/en/Magic/Products/Singles/Return-to-Ravnica/Azorius-Guildgate,9473,0.01,158,0.05
/en/Magic/Products/Singles/Dragons-Maze/Plasm-Capture,2697,0.05,131,0.30
/en/Magic/Products/Singles/Modern-Masters/Pestermite,2062,0.05,150,0.99
/en/Magic/Products/Singles/Born-of-the-Gods/Gorgon-s-Head,2432,0.02,85,0.14
/en/Magic/Products/Singles/Magic-2015/Battlefield-Forge,1746,0.40,213,1.30
/en/Magic/Products/Singles/Dragons-of-Tarkir/Berserkers-Onslaught,2324,0.02,137,0.15
